"trans_date_trans_time","merchant","category","amt","gender","city","state","city_pop","job","dob","trans_num","is_fraud"
"5/4/2019 16:34","fraud_Dibbert-Green","entertainment",40.21,"F","Howes Cave","NY",1304,"Jewellery designer","6/9/1970","af2b11f74ace061345c7a6a1343cadda",0
"5/26/2019 19:34","fraud_Brown, Homenick and Lesch","health_fitness",75.44,"F","Phoenix","AZ",1312922,"Counselling psychologist","11/30/1999","d4b8f61580f749d12c99020e50406c79",0
"1/9/2019 1:49","fraud_Fisher-Schowalter","shopping_net",1.09,"M","Lubbock","TX",254282,"Doctor, general practice","1/29/1952","a681f8dcbacf0b2e9a81103cf603de2a",0
"4/27/2019 8:03","fraud_Rau and Sons","grocery_pos",204.61,"F","Sherman","TX",46563,"Systems developer","9/11/1970","cbf4e6ceeccb4aaed52dd8d01afcb4bb",0
"10/26/2019 22:48","fraud_Haag-Blanda","food_dining",45.37,"M","San Antonio","TX",1595797,"Exhibition designer","12/28/1975","8272bf2240afbeaceedc98df5d1c5c1c",0
"11/28/2019 21:37","fraud_Kutch, Steuber and Gerhold","food_dining",69.82,"M","Sachse","TX",20328,"Site engineer","6/20/1985","69663e0ff6591993aae329c6a3ccebc2",0
"6/4/2019 17:42","fraud_Larkin, Stracke and Greenfelder","entertainment",77.28,"M","Oaks","PA",737,"Oceanographer","4/24/1987","8c2802bcfb2b6e3579bfdc497a6709b2",0
"5/1/2019 14:15","fraud_Hermiston, Pacocha and Smith","health_fitness",48.87,"F","Scotland","MD",313,"Insurance underwriter","3/26/1976","0ff5c6139330a207f7f780b3aeee6752",0
"4/16/2019 5:35","fraud_Bins, Balistreri and Beatty","shopping_pos",6.04,"F","Unionville","MO",3805,"Investment banker, corporate","9/15/1950","004f0bf07000d71303841d6e513ca4b1",0
"2/15/2019 9:22","fraud_Osinski, Ledner and Leuschke","grocery_pos",128.17,"M","Parsonsfield","ME",1892,"Audiological scientist","3/2/1956","4d00703e686f6fe90c47b38952d7406e",0
"5/27/2019 5:54","fraud_Kutch, Hermiston and Farrell","gas_transport",75.79,"M","Muskegon","MI",128715,"Historic buildings inspector/conservation officer","5/25/1995","15655f0aac4b1a3124b8cb38ea0c0d6a",0
"8/26/2019 18:20","fraud_Donnelly LLC","entertainment",95.43,"M","Bronx","NY",1382480,"Therapist, drama","11/9/1990","def13c1f80cfed8f3e57fc136afa6522",0
"1/27/2019 6:58","fraud_Moen, Reinger and Murphy","grocery_pos",50.39,"M","North Brookfield","MA",4680,"Field seismologist","4/3/1986","43c14a7363d2499d29551ad815607435",0
"9/22/2019 12:24","fraud_Lemke and Sons","travel",4.87,"M","Bronx","NY",1382480,"Therapist, drama","11/9/1990","1365143be4f430b91778004b0a93d3e0",0
"1/28/2020 17:15","fraud_White and Sons","home",72.58,"M","Zaleski","OH",341,"Accounting technician","12/18/1978","b424903ccdf5f75966fb5a8bf6a066f7",0
"4/27/2019 16:29","fraud_Terry Ltd","home",1.5,"F","Knoxville","TN",391389,"Designer, industrial/product","4/22/1994","a56a03797a4edfe9d92a1f81fae79de1",0
"5/18/2019 22:25","fraud_Schuppe LLC","entertainment",78.64,"M","Etlan","VA",395,"Senior tax professional/tax inspector","1/7/1982","3f0cdab93b3b2c728f2d5afe8cbc1142",0
"6/16/2019 12:06","fraud_Roberts-Beahan","misc_pos",5.71,"F","Tomahawk","WI",9594,"Seismic interpreter","11/23/1997","599642b286ae512dacd35debb72f6468",0
"8/25/2019 13:19","fraud_Cruickshank-Mills","entertainment",84.76,"F","Lakeport","CA",11256,"Podiatrist","10/18/1972","83a4f252fcf96dbcb889c4c16c7ea3c7",0
"7/19/2019 12:54","fraud_Weber and Sons","food_dining",45.15,"M","Gretna","LA",55581,"Biomedical scientist","9/12/1972","5c10a723295d487f2658ea90a81d2935",0
"12/30/2019 23:56","fraud_Schmidt and Sons","shopping_net",45.44,"F","De Soto","KS",5760,"Chief Executive Officer","10/1/1978","9ea21a42f86c904e2bb7dec4cd667f5e",0
"11/4/2019 17:56","fraud_Torp, Muller and Borer","health_fitness",70.63,"F","Plainfield","NJ",71485,"Leisure centre manager","7/19/1974","c05483b187510a7ba79fd4e49d9212fd",0
"3/3/2019 1:44","fraud_Goldner, Kovacek and Abbott","grocery_pos",135.43,"F","Westerville","NE",73,"Product designer","2/10/1935","affbe4646ebf0d9d5034f4d3f4f10bbf",0
"2/3/2020 15:44","fraud_Grimes LLC","entertainment",91.2,"F","Walnut Ridge","AR",7155,"Engineer, control and instrumentation","3/23/1977","b9a4aec4207b25463803234f9f096a30",0
"3/7/2020 21:26","fraud_Reilly LLC","home",54.23,"F","Ashford","WA",759,"Video editor","9/14/1956","81ba693fb13856b7038074169c0b37b4",0
"2/4/2020 16:52","fraud_Fahey Inc","kids_pets",83.97,"M","Luzerne","MI",864,"General practice doctor","5/4/1942","047db823c9d9ef2114c874471db83ace",0
"1/27/2019 6:24","fraud_Schoen, Kuphal and Nitzsche","grocery_pos",113.31,"M","West Decatur","PA",1762,"Armed forces logistics/support/administrative officer","5/4/1962","35d35dd31993548dc9eff2f0a1581518",0
"11/21/2019 22:43","fraud_Jewess LLC","shopping_pos",2.55,"F","Utica","MO",271,"Land/geomatics surveyor","4/18/1972","0fe20a5373704dc11d0dacc4bca0d1ba",0
"9/8/2019 18:34","fraud_Bernier and Sons","kids_pets",168.84,"F","Greendale","WI",13973,"Logistics and distribution manager","5/6/1981","1f07913ee413ffa6f086552df0dcce7e",0
"4/27/2019 14:40","fraud_Watsica LLC","personal_care",10.74,"M","Ollie","IA",568,"Commercial horticulturist","7/24/1969","a926531f26ff9f7a2bef8155be846b6d",0
"5/4/2019 4:12","fraud_Schultz, Simonis and Little","grocery_pos",119.47,"M","Purmela","TX",258,"Web designer","12/15/1943","448b32b28ef8dc58f694d77d629c9845",0
"10/21/2019 13:39","fraud_Lind-Buckridge","entertainment",126.21,"F","Wilmington","NC",186140,"English as a second language teacher","2/8/1983","aa90dbabb1414bf887839837cbf2bcd2",0
"1/26/2019 12:15","fraud_Lemke and Sons","travel",5.98,"F","New Memphis","IL",254,"Magazine journalist","5/7/1952","32645ed436703688b728b55d9ee696ac",0
"8/5/2019 13:39","fraud_Heathcote, Yost and Kertzmann","shopping_net",2.87,"F","Center Point","WV",255,"Chief Executive Officer","12/10/1971","806ead3301c0e166b54e88557cd76925",0
"1/31/2020 15:55","fraud_Beier LLC","entertainment",62.61,"M","Egan","LA",1261,"Broadcast presenter","7/1/1972","eb1684870f38f31e53c1da206729d0bc",0
"9/30/2019 19:30","fraud_Hahn, Bahringer and McLaughlin","personal_care",30.99,"F","De Witt","AR",5161,"Electrical engineer","4/8/1993","ec0d094749ca26e91123422408318417",0
"6/15/2019 22:36","fraud_Ernser-Lynch","food_dining",5.3,"F","Ranier","MN",136,"Ceramics designer","2/20/2000","2b134bd871b7b7f11fa4ade3d6d95326",0
"11/12/2019 3:14","fraud_Bauch-Raynor","grocery_pos",108.67,"F","Campbell","NE",493,"Surveyor, minerals","9/13/1940","9cd6d95a0cd66eb95348dc254e667fd4",0
"12/17/2019 11:31","fraud_Effertz LLC","entertainment",160.98,"M","Grand Bay","AL",15647,"Armed forces logistics/support/administrative officer","3/22/1948","95b709a0e90ad5345b0567f19514caea",0
"11/21/2019 9:01","fraud_Stoltenberg-Beatty","shopping_pos",797.15,"F","Holstein","NE",331,"Telecommunications researcher","8/19/1950","825ccf0ba5ec0df42b12cf9c59078a80",0
"12/2/2019 20:39","fraud_Block Group","misc_pos",28.69,"F","Ronceverte","WV",4575,"Statistician","10/22/1991","c00c06ddb20f64cc56457bbcdb509ca6",0
"4/12/2019 0:51","fraud_Schmitt Inc","gas_transport",58.22,"M","Bessemer","AL",71463,"Radio broadcast assistant","2/8/1989","3a219c6990575793843afc0ca4510385",0
"10/12/2019 14:34","fraud_Kihn-Fritsch","food_dining",61.8,"M","Elkhart","IA",1195,"Trading standards officer","3/13/1974","fbb3b8fa83e2c229fa7e9472676c5dcb",0
"6/17/2019 6:24","fraud_Schamberger-O'Keefe","grocery_pos",76.08,"M","Lakeland","FL",237282,"Plant breeder/geneticist","10/13/1949","4b95de1c896b4bea0a154cc146aec268",0
"5/25/2019 19:30","fraud_Wilkinson LLC","personal_care",28.57,"F","Marathon","TX",498,"Lexicographer","11/23/1990","2685c786ab6fd86034cb1db0b0fdaaae",0
